,ubigeo,prop_es_jefe,prop_es_mujer,prop_en_pareja,prop_edu_superior,prop_edu_basica,prop_alfabetizacion_funcional,prop_lengua_materna_nativa,prop_tic_uso_internet,prop_tic_celular_propio,prop_salud_enfermedad_cronica,prop_tiene_limitacion,prop_tiene_seguro,media_edad
14,010206,0.46722104544363774,1.0,0.5327789545563623,0.0,0.9680881745327268,0.9680881745327268,0.0,0.7084103286701652,0.6825881658490148,0.9145233051901305,0.27634887012675363,0.9572616525950652,51.20498940899274
15,010301,0.10623591300719568,1.0,0.6681292260978413,0.13307736973482912,0.7443394873075946,0.8774168570424237,0.0,0.3866491687070645,0.7244425026794649,0.49122464341295224,0.05311795650359784,1.0,38.069075893272036
16,010306,0.28406398914808456,1.0,0.5739040162778732,0.25654509156348543,0.6922667797177015,0.9488118712811868,0.0,0.7369999680827506,0.9326272436268732,0.5796800542595774,0.1478080325557464,0.9170912184482563,45.52733900098229
17,010307,0.37600063431011577,1.0,0.5978519627470495,0.3656294438200146,0.5745421085903382,0.9401715524103528,0.0,0.6253856168900043,0.9695238025644366,0.6989918582137536,0.0219830821173916,1.0,46.751265545646795
18,010311,0.42857142857142855,1.0,0.5714285714285714,0.2925609535094113,0.6080523881828697,0.9006133416922809,0.0,0.8124655783289138,0.8082422068016359,0.7142857142857143,0.0,1.0,49.857142857142854
19,010312,0.23206224224680636,1.0,0.703813273259581,0.16580331667459025,0.7290217368994036,0.7944123346245074,0.0,0.720216257699669,0.8884310176048679,0.7358755155063873,0.03206224224680635,1.0,51.086850389719466
20,010401,0.25163578621706656,1.0,0.6386808793532809,0.12669510052820968,0.8383204035279146,0.8820975859353225,0.6420178967855498,0.44785423993699813,0.6131427894938324,0.39704701820243093,0.052275537387153556,0.9328676801360142,41.07339051644266
21,010402,0.10314807816794216,1.0,0.8968519218320579,0.0,0.6791585114926829,0.4142220175232661,0.8972702216526153,,0.0,0.19842596091602893,0.0,0.7062961563358843,43.08657214961841
22,010403,0.131050354609578,1.0,0.7352834256234393,0.11600519053078606,0.7637732067489849,0.8004767415415298,0.9336173168117297,0.6728552326489565,0.19201458438384655,0.5099700054577531,0.022317442262841942,0.9341991519713436,39.986584818829286
23,010501,0.7142857142857143,1.0,0.14285714285714285,0.8200575547138222,0.06458301655557601,0.8846405712693982,0.0,1.0,0.935416983444424,0.8571428571428571,0.14285714285714285,1.0,55.0
24,010502,0.13594203367224128,1.0,0.8640579663277587,0.0,0.8642804822233563,0.8452336117011772,0.0,0.490258907449017,0.513242527383169,0.459109435517159,0.0,1.0,39.716911251984115
25,010503,0.42857142857142855,1.0,0.5714285714285714,0.0,0.8183342434428562,0.8183342434428562,0.0,0.0,0.9166381152528592,0.2857142857142857,0.14285714285714285,1.0,42.142857142857146
26,010504,0.12468325887127046,1.0,0.6483781110383632,0.24273548944254966,0.709304103013841,1.0,0.0,0.806452724669064,0.9437972052197048,0.46882918528218237,0.0,1.0,36.77293554537085
27,010506,0.16666666666666666,1.0,0.75,0.09424367734991917,0.9057563226500808,1.0,0.0,0.4564266343721278,0.8753905544780565,1.0,0.08333333333333333,1.0,66.16666666666667
28,010507,0.125,1.0,0.5,0.27556334226439927,0.5326716259563621,0.8082349682207614,0.0,0.7530572130519784,0.8082349682207614,0.625,0.25,0.875,50.75
29,010509,0.3242809391923369,1.0,0.5316358644085251,0.34350650987599957,0.5182497159579385,0.8508588666228916,0.0,0.8831788330956551,0.6952446435297035,0.5066387183808397,0.10796865000507698,1.0,55.415190132784595
30,010512,0.26666666666666666,1.0,0.5333333333333333,0.2720294308944509,0.7279705691055491,1.0,0.0,0.726140679348315,0.7501360764514663,0.7333333333333333,0.06666666666666667,1.0,45.4
31,010514,0.375,1.0,0.625,0.0,1.0,1.0,0.0,0.6748852303812612,0.7514310776300889,0.25,0.0,1.0,39.0
